YEAR,STATE,ST_CASE,VEH_NO,A_WRONGWAYDRV,A_DRDIS,A_DRDRO,A_VRD,A_BODY,A_IMP1,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_FIRE_EXP
2023,6,62879,1,2,2,2,2,3,2,2,1,1,2,4,2,3,1998,1
2023,6,62880,1,2,2,2,1,3,3,2,1,1,2,4,1,3,2007,1
2023,6,62881,1,2,2,2,2,1,3,1,1,1,2,4,2,3,2022,1
2023,6,62881,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2007,1
2023,6,62881,3,2,2,2,2,1,5,1,1,1,2,4,2,3,2007,1
2023,6,62881,4,2,2,2,2,3,2,2,1,1,2,4,2,3,2006,1
2023,6,62882,1,2,2,2,2,7,4,2,4,2,2,2,2,3,2015,1
2023,6,62882,2,2,2,2,2,7,2,2,4,1,2,1,1,3,2023,1
2023,6,62883,1,2,2,2,2,1,2,2,2,2,2,4,2,3,2007,1
2023,6,62884,1,2,2,2,2,9,2,1,2,2,2,4,1,3,2008,1
2023,6,62884,2,2,2,2,2,7,4,2,4,2,2,2,2,3,2006,1
2023,6,62885,1,2,2,2,2,7,2,2,4,1,2,1,1,3,2012,1
2023,6,62885,2,2,2,2,2,3,4,2,1,1,2,4,2,3,1999,1
2023,6,62886,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2016,1
2023,6,62887,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1
2023,6,62887,2,2,2,2,2,2,2,1,1,1,2,4,2,3,2019,1
2023,6,62888,1,2,2,2,2,2,2,2,1,1,2,4,2,3,1999,1
2023,6,62888,2,2,2,2,2,7,7,2,4,1,2,1,2,3,2005,1
2023,6,62889,1,2,2,2,1,3,2,2,1,1,2,4,1,3,2021,1
2023,6,62890,1,2,2,2,2,4,2,2,1,1,2,4,2,3,2009,1
2023,6,62890,2,2,2,2,2,2,4,2,1,1,2,4,2,3,2022,1
2023,6,62891,1,1,2,2,2,1,2,2,1,1,2,4,2,3,2016,2
2023,6,62891,2,2,2,2,2,2,2,1,2,2,2,4,2,3,2002,1
2023,6,62891,3,2,2,2,2,3,2,2,1,1,2,4,2,3,2015,1
2023,6,62892,1,2,2,2,1,7,7,2,4,1,2,1,1,3,2001,1
2023,6,62893,1,2,2,2,2,2,2,2,2,2,2,4,2,3,2016,1
2023,6,62894,1,2,2,2,1,2,3,2,2,2,2,4,2,3,2002,1
2023,6,62895,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2016,1
2023,6,62895,2,2,2,2,2,7,2,2,4,2,2,2,2,3,2013,1
2023,6,62897,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2015,1
2023,6,62898,1,2,2,2,2,9,7,2,3,3,3,4,2,3,9999,1
2023,6,62899,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2021,1
2023,6,62900,1,2,2,2,2,7,2,2,4,1,2,1,2,3,2022,1
2023,6,62900,2,2,2,2,2,6,2,2,1,1,2,4,2,3,2019,1
2023,6,62901,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2003,1
2023,6,62902,1,2,2,2,1,1,7,1,1,1,1,4,2,3,2016,1
2023,6,62903,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1
2023,6,62903,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2023,1
2023,6,62903,3,2,2,2,2,1,4,2,1,1,2,4,2,3,2023,1
2023,6,62904,1,1,2,2,2,2,2,2,2,2,2,4,1,3,2009,1
2023,6,62904,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2011,1
2023,6,62905,1,2,2,2,1,7,7,2,4,1,2,1,2,3,2008,1
2023,6,62906,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2019,1
2023,6,62906,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2020,1
2023,6,62906,3,2,2,2,2,1,3,2,1,1,2,4,2,3,2023,1
2023,6,62907,1,2,2,2,1,7,3,2,4,2,2,3,1,3,2013,1
2023,6,62907,2,2,2,2,2,1,3,2,1,1,2,4,2,3,2004,1
2023,6,62907,3,2,2,2,2,3,2,2,1,1,2,4,2,3,2017,1
2023,6,62908,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2023,1
2023,6,62909,1,2,2,2,1,2,1,1,1,1,2,4,2,3,2000,1
2023,6,62910,1,2,2,2,1,1,7,2,1,1,2,4,1,3,2012,1
2023,6,62911,1,2,2,2,2,2,4,2,1,1,2,4,2,3,2022,1
2023,6,62911,2,2,2,2,2,7,2,2,4,2,2,3,2,3,2020,1
2023,6,62912,1,2,2,2,1,7,2,2,4,1,2,1,2,3,2023,1
2023,6,62913,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2007,1
2023,6,62913,2,2,2,2,2,6,3,2,1,1,2,4,2,3,2016,1
2023,6,62914,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1
2023,6,62914,2,2,2,2,2,1,3,2,1,1,2,4,2,3,2017,1
2023,6,62915,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2002,1
2023,6,62915,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2014,1
2023,6,62915,3,2,2,2,2,1,4,2,1,1,2,4,2,3,2014,1
2023,6,62916,1,2,2,2,1,1,2,2,2,2,2,4,2,3,2006,1
2023,6,62916,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2015,1
2023,6,62917,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9998,1
2023,6,62917,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1
2023,6,62918,1,2,2,2,2,3,7,2,1,1,1,4,2,3,2005,1
2023,6,62919,1,2,2,2,2,1,3,2,1,1,1,4,2,3,2022,1
2023,6,62919,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2023,1
2023,6,62920,1,2,2,2,2,1,7,2,1,1,2,4,2,3,2016,1
2023,6,62921,1,2,2,2,1,2,3,2,1,1,2,4,2,3,2015,1
2023,6,62921,2,2,2,2,2,3,3,2,1,1,2,4,2,3,2017,1
2023,6,62922,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2019,2
2023,6,62922,2,2,2,2,2,7,2,2,4,2,2,2,1,3,1995,2
2023,6,62923,1,2,2,2,2,3,4,2,1,1,2,4,2,3,2020,1
2023,6,62924,1,2,2,2,1,3,7,2,1,1,2,4,2,3,2003,1
2023,6,62925,1,2,2,2,1,3,2,1,1,1,2,4,1,3,2000,1
2023,6,62926,1,2,1,2,2,2,2,2,1,1,2,4,2,3,2017,1
2023,6,62927,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9998,1
2023,6,62928,1,2,2,2,2,1,2,2,1,1,2,4,1,3,1994,1
2023,6,62929,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9998,1
2023,6,62930,1,2,2,2,2,9,7,2,3,3,3,4,1,3,9998,1
2023,6,62931,1,2,2,2,2,9,7,2,3,3,3,4,2,3,9998,1
2023,6,62932,1,2,2,2,2,2,2,2,1,1,1,4,1,3,2008,1
2023,6,62932,2,2,2,2,2,3,3,2,1,1,2,4,2,3,2022,1
2023,6,62933,1,2,2,2,2,4,1,2,2,2,2,4,2,3,2004,1
2023,6,62934,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2016,1
2023,6,62934,2,2,2,2,2,6,4,2,3,3,3,4,2,3,2012,1
2023,6,62935,1,2,2,2,2,4,2,2,2,2,2,4,1,3,2002,1
2023,6,62935,2,2,2,2,2,8,5,2,1,1,1,4,2,3,2013,1
2023,6,62936,1,2,2,2,2,2,5,2,1,1,2,4,2,3,2021,1
2023,6,62937,1,2,2,2,2,9,7,2,3,3,3,4,2,3,9999,1
2023,6,62938,1,2,2,2,2,9,7,2,3,3,3,4,2,3,9999,1
2023,6,62938,2,2,2,2,2,3,7,2,1,1,2,4,2,3,2020,1
2023,6,62939,1,2,2,2,2,3,2,2,1,1,2,4,1,3,2013,1
2023,6,62940,1,2,2,2,2,3,2,2,2,2,2,4,1,3,2007,1
2023,6,62940,2,2,2,2,2,1,5,2,3,3,3,4,2,3,2007,1
2023,6,62941,1,2,1,2,2,2,2,2,1,1,2,4,2,3,2019,1
2023,6,62942,1,2,2,2,2,3,3,2,1,1,2,4,1,3,2020,1
2023,6,62942,2,2,2,2,2,2,5,2,1,1,2,4,2,3,2014,1
2023,6,62943,1,2,2,2,2,6,2,2,1,1,2,4,2,3,2012,1
2023,6,62944,1,2,2,2,2,3,2,2,1,1,2,4,1,3,2021,1
2023,6,62944,2,2,2,2,2,6,3,2,1,1,2,4,2,3,2019,1
2023,6,62945,1,2,2,2,1,1,2,2,2,2,2,4,2,3,2008,1
2023,6,62945,3,2,2,2,2,1,3,2,1,1,2,4,2,3,2013,1
2023,6,62945,4,2,2,2,2,6,4,2,1,1,2,4,2,3,2004,1
2023,6,62946,1,2,2,2,1,4,2,1,1,1,2,4,2,3,2007,1
2023,6,62947,1,2,2,2,1,1,3,2,1,1,1,4,2,3,1994,1
2023,6,62947,2,2,2,2,2,3,2,2,2,2,2,4,2,3,2001,1
2023,6,62948,1,2,2,2,2,7,1,2,4,2,2,3,1,3,2022,1
2023,6,62949,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2008,1
2023,6,62950,1,2,2,2,1,3,5,1,1,1,2,4,2,3,2012,1
2023,6,62951,1,2,2,2,2,9,7,2,3,3,3,4,2,3,9999,1
2023,6,62952,1,2,2,2,1,1,2,2,2,2,2,4,2,3,2008,1
2023,6,62953,1,2,2,2,1,3,7,2,1,1,2,4,2,3,2008,1
2023,6,62954,1,1,2,2,2,2,2,1,2,2,2,4,2,3,2020,1
2023,6,62954,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2020,1
2023,6,62955,1,2,2,2,1,2,7,1,1,1,2,4,2,3,2018,1
2023,6,62956,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2011,1
2023,6,62957,1,2,1,2,2,6,2,2,1,1,1,4,1,3,2013,1
2023,6,62957,2,2,2,2,2,2,4,2,1,1,2,4,2,3,2023,1
2023,6,62957,3,2,2,2,2,3,4,2,1,1,2,4,2,3,2022,1
2023,6,62957,4,2,2,2,2,3,3,2,1,1,2,4,2,3,2016,1
2023,6,62958,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2005,1
2023,6,62958,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2009,1
2023,6,62958,3,2,2,2,2,2,3,1,1,1,2,4,2,3,2003,1
2023,6,62959,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2024,1
2023,6,62960,1,2,2,2,1,2,5,2,1,1,2,4,1,3,2006,1
2023,6,62961,1,2,2,2,1,6,2,2,1,1,1,4,1,3,2019,1
2023,6,62961,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2019,1
2023,6,62961,3,2,2,2,2,6,5,2,1,1,1,4,2,3,2020,1
2023,6,62962,1,2,1,2,2,4,4,2,1,1,2,4,1,3,2021,1
2023,6,62962,2,2,2,2,2,7,2,2,4,2,2,3,2,3,2010,1
2023,6,62963,1,2,2,2,2,1,7,2,1,1,2,4,2,3,2008,1
2023,6,62963,2,2,2,2,2,6,7,2,1,1,2,4,2,3,2013,1
2023,6,62963,3,2,2,2,2,4,7,2,1,1,2,4,2,3,2010,1
2023,6,62964,1,2,2,2,2,4,2,2,1,1,2,4,2,3,2017,1
2023,6,62965,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2023,1
2023,6,62966,1,2,2,2,1,3,2,1,2,2,2,4,1,3,1999,1
2023,6,62967,1,2,2,2,1,2,5,2,1,1,2,4,1,3,1998,1
2023,6,62967,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2023,1
2023,6,62968,1,2,2,2,1,4,7,1,2,2,2,4,2,3,2022,1
2023,6,62969,1,2,2,2,1,3,7,1,1,1,2,4,1,3,2005,1
2023,6,62970,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2022,1
2023,6,62971,1,2,2,2,2,1,2,2,1,1,1,4,2,3,2016,1
2023,6,62971,2,2,2,2,2,1,7,2,1,1,2,4,2,3,2015,1
2023,6,62972,1,2,2,2,2,7,2,2,4,2,2,2,2,3,2011,1
2023,6,62972,2,2,2,2,2,1,3,2,1,1,2,4,2,3,2022,1
2023,6,62973,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2011,1
2023,6,62974,1,2,2,2,1,7,6,2,4,1,1,1,2,3,2015,1
2023,6,62975,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1
2023,6,62976,1,2,2,2,1,7,7,2,4,2,2,3,1,3,2007,1
2023,6,62977,1,2,2,2,1,2,5,2,1,1,2,4,2,3,2022,1
2023,6,62977,2,2,2,2,2,7,5,2,4,1,2,1,2,3,2024,1
2023,6,62978,1,2,2,2,2,2,4,2,1,1,2,4,2,3,2003,1
2023,6,62978,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2008,1
2023,6,62979,1,2,2,2,1,7,2,2,4,2,2,3,2,3,1992,1
2023,6,62980,1,2,2,2,1,4,2,2,2,2,2,4,2,3,2008,1
2023,6,62981,1,2,2,2,1,3,2,2,1,1,2,4,2,3,1998,1
2023,6,62981,2,2,2,2,2,6,2,2,1,1,1,4,2,3,1987,1
2023,6,62982,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9998,1
2023,6,62982,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2010,1
2023,6,62982,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2001,1
2023,6,62983,1,2,2,2,1,7,2,2,4,2,2,3,2,3,2022,1
2023,6,62983,2,2,2,2,2,3,2,2,2,2,2,4,2,3,2020,1
2023,6,62984,1,2,2,2,2,7,2,2,4,1,2,1,1,3,2023,1
2023,6,62984,2,2,2,2,2,3,4,2,1,1,1,4,2,3,2018,1
2023,6,62984,3,2,2,2,2,6,6,2,1,1,1,4,2,3,2020,1
2023,6,62985,1,2,2,2,1,7,7,2,4,2,2,3,1,3,2019,1
2023,6,62986,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2004,1
2023,6,62986,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2013,1
2023,6,62987,1,2,2,2,1,1,7,2,1,1,2,4,2,3,2008,1
2023,6,62988,1,2,1,2,2,3,2,2,1,1,2,4,1,3,2020,1
2023,6,62988,2,2,2,2,2,1,4,2,3,3,3,4,2,3,2012,1
2023,6,62989,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2014,1
2023,6,62989,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2004,1
2023,6,62989,3,2,2,2,1,1,3,2,1,1,2,4,2,3,2019,1
2023,6,62990,1,2,2,2,2,7,1,2,4,2,2,3,2,3,2023,1
2023,6,62990,2,2,2,2,2,3,3,2,1,1,2,4,2,3,2017,1
2023,6,62991,1,2,2,2,1,1,7,2,1,1,2,4,2,3,2004,1
2023,6,62992,1,2,2,2,1,2,7,1,1,1,2,4,1,3,2001,1
2023,6,62993,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2017,1
2023,6,62994,1,2,2,2,1,1,5,2,3,3,3,4,2,3,2007,2
2023,6,62994,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2023,1
2023,6,62994,3,2,2,2,2,3,2,2,1,1,2,4,2,3,2021,2
2023,6,62994,4,2,2,2,2,1,2,2,1,1,2,4,2,3,2005,1
2023,6,62995,1,2,2,2,2,3,2,2,3,3,3,4,2,3,2018,1
2023,6,62996,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2021,1
2023,6,62997,1,2,2,2,1,7,7,2,4,2,2,2,2,3,2006,1
2023,6,62998,1,2,2,2,2,2,5,2,3,3,3,4,2,3,2000,1
2023,6,62999,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2016,1
2023,6,63000,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1
2023,6,63001,1,2,2,2,2,6,2,1,1,1,1,4,2,3,2020,1
2023,6,63001,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2007,1
2023,6,63002,1,2,2,2,1,2,5,2,2,2,2,4,1,3,2005,1
2023,6,63002,2,2,2,2,2,1,5,2,2,2,2,4,2,3,2004,1
2023,6,63003,1,2,2,2,2,7,2,2,4,1,2,1,1,3,2022,1
2023,6,63003,2,2,2,2,2,3,3,2,1,1,2,4,2,3,2008,1
2023,6,63004,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2015,1
2023,6,63004,2,2,2,2,2,1,5,2,2,2,2,4,2,3,2017,1
2023,6,63005,1,2,2,2,1,1,7,2,1,1,2,4,2,3,2011,1
2023,6,63006,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1
2023,6,63007,1,2,2,2,2,3,7,2,1,1,2,4,2,3,2012,1
2023,6,63008,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2002,1
2023,6,63009,1,2,2,2,1,2,3,1,3,3,3,4,2,3,2008,1
2023,6,63009,2,2,2,2,2,1,5,2,2,2,2,4,2,3,2019,1
2023,6,63009,3,2,2,2,2,3,2,2,1,1,2,4,2,3,2013,1
2023,6,63009,4,2,2,2,2,3,7,2,1,1,2,4,2,3,2024,1
2023,6,63009,5,2,2,2,2,9,7,2,3,3,3,4,2,3,9999,1
2023,6,63010,1,2,2,2,2,7,1,2,4,2,2,3,2,3,2002,1
2023,6,63011,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2011,1
2023,6,63012,1,2,2,2,1,6,7,2,1,1,1,4,2,3,2020,1
2023,6,63013,1,2,2,2,1,1,1,2,2,2,2,4,1,3,2011,1
2023,6,63014,1,2,2,2,2,6,2,2,1,1,2,4,2,3,2021,1
2023,6,63015,1,2,2,2,1,7,7,2,4,2,2,3,2,3,9999,1
2023,6,63016,1,2,2,2,1,6,2,1,1,1,2,4,2,3,2019,1
2023,6,63016,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2007,1
2023,6,63017,1,2,2,2,2,1,2,1,1,1,2,4,2,3,2023,1
2023,6,63018,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2001,1
2023,6,63019,1,2,2,2,2,7,1,2,4,1,2,1,2,3,2012,1
2023,6,63020,1,2,2,2,1,1,1,1,1,1,2,4,2,3,2001,1
2023,6,63021,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2002,1
2023,6,63021,2,2,2,2,2,3,2,1,1,1,2,4,2,3,2014,1
2023,6,63022,1,2,2,2,2,4,2,2,1,1,2,4,2,3,2011,1
2023,6,63022,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2017,1
2023,6,63023,1,2,2,2,1,9,2,2,3,3,3,4,2,3,9998,1
2023,6,63024,1,2,2,2,2,1,7,2,1,1,2,4,1,3,2014,2
2023,6,63024,2,2,2,2,2,3,7,2,1,1,2,4,2,3,2014,1
2023,6,63025,1,2,2,2,2,1,5,2,2,2,2,4,2,3,2001,1
2023,6,63025,2,2,2,2,2,3,3,2,1,1,2,4,2,3,2010,1
2023,6,63025,3,2,2,2,2,3,3,2,1,1,2,4,2,3,2008,1
2023,6,63025,4,2,2,2,2,2,3,2,1,1,2,4,2,3,1998,1
2023,6,63025,5,2,2,2,2,3,5,2,1,1,2,4,2,3,2007,1
2023,6,63025,6,2,2,2,2,3,3,2,2,2,2,4,2,3,2001,1
2023,6,63025,7,2,2,2,2,1,2,2,2,2,2,4,2,3,2013,1
2023,6,63025,8,2,2,2,2,3,5,2,1,1,2,4,2,3,2017,1
2023,6,63025,9,2,2,2,2,1,6,2,1,1,2,4,2,3,2014,1
2023,6,63025,10,2,2,2,2,1,6,2,1,1,2,4,2,3,2009,1
2023,6,63026,1,2,2,2,1,2,5,1,1,1,2,4,2,3,2008,1
2023,6,63027,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2005,1
2023,6,63028,1,2,2,2,1,1,7,2,2,2,2,4,2,3,2005,1
2023,6,63029,1,2,2,2,1,1,7,2,1,1,2,4,1,3,2010,1
2023,6,63030,1,2,2,2,1,3,1,1,1,1,2,4,2,3,2021,1
2023,6,63031,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9998,1
2023,6,63032,1,2,2,2,2,9,1,2,1,1,2,4,2,3,2008,1
2023,6,63033,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1
2023,6,63033,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2005,1
2023,6,63034,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2017,1
2023,6,63035,1,2,1,2,2,1,2,2,2,2,2,4,1,3,2015,1
2023,6,63035,2,2,2,2,2,4,4,1,1,1,2,4,2,3,2011,1
2023,6,63036,1,2,2,2,2,4,2,2,1,1,2,4,1,3,2017,1
2023,6,63036,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2017,1
2023,6,63036,3,2,2,2,2,1,4,2,1,1,2,4,2,3,2014,1
2023,6,63036,4,2,2,2,2,1,4,2,1,1,2,4,2,3,2007,1
2023,6,63037,1,1,2,2,1,1,2,2,1,1,2,4,2,3,2022,1
2023,6,63038,1,2,2,2,2,7,2,2,4,2,2,3,1,3,2009,1
2023,6,63038,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2001,1
2023,6,63039,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2017,1
2023,6,63040,1,1,2,2,2,1,2,2,2,2,2,4,2,3,2013,1
2023,6,63040,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2001,1
2023,6,63041,1,2,2,2,1,2,1,1,2,2,2,4,2,3,2004,1
2023,6,63042,1,2,2,2,2,3,5,2,1,1,2,4,1,3,2014,1
2023,6,63042,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2015,1
2023,6,63043,1,2,2,2,1,1,7,2,2,2,2,4,2,3,2017,1
2023,6,63043,2,2,2,2,2,2,3,2,1,1,2,4,2,3,2010,1
2023,6,63044,1,2,2,2,1,1,3,2,1,1,2,4,1,3,2015,1
2023,6,63044,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1
2023,6,63045,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2010,1
2023,6,63045,2,2,2,2,2,7,2,2,4,2,2,3,2,3,2003,1
2023,6,63046,1,2,1,2,2,1,2,2,1,1,2,4,2,3,2015,1
2023,6,63046,2,2,2,2,2,6,5,2,1,1,1,4,2,3,2015,1
2023,6,63047,1,2,2,2,2,3,3,2,1,1,2,4,1,3,2015,1
2023,6,63047,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2016,1
2023,6,63048,1,2,2,2,1,2,7,2,1,1,2,4,2,3,2020,1
2023,6,63049,1,2,2,2,1,7,7,2,4,2,2,3,2,3,2021,1
2023,6,63050,1,2,2,2,2,2,7,2,3,3,3,4,2,3,2020,1
2023,6,63050,2,2,2,2,2,7,7,2,4,2,2,3,2,3,2005,1
2023,6,63051,1,2,2,2,2,1,2,2,3,3,3,4,2,3,1992,1
2023,6,63051,2,2,2,2,2,1,3,2,2,2,2,4,2,3,2022,1
2023,6,63052,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2023,1
2023,6,63052,2,2,2,2,2,2,4,2,1,1,2,4,2,3,2018,1
2023,6,63053,1,2,2,2,1,1,7,2,1,1,2,4,2,3,2020,1
2023,6,63054,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2022,1
2023,6,63054,2,2,2,2,2,1,6,2,1,1,2,4,2,3,2010,1
2023,6,63055,1,2,2,1,1,2,2,1,1,1,2,4,2,3,2003,1
2023,6,63055,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2002,1
2023,6,63056,1,2,2,2,1,7,1,2,4,2,2,3,1,3,2014,1
2023,6,63057,1,2,2,2,2,7,2,2,4,2,2,3,2,3,2007,1
2023,6,63057,2,2,2,2,2,3,5,2,2,2,2,4,2,3,2008,1
2023,6,63058,1,2,2,2,1,1,2,1,2,2,2,4,2,3,2003,1
2023,6,63059,1,2,2,2,2,1,3,2,1,1,2,4,2,3,1996,1
2023,6,63059,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2024,1
2023,6,63060,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2018,1
2023,6,63061,1,2,2,2,2,2,2,2,3,3,3,4,2,3,2012,1
2023,6,63062,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2012,1
2023,6,63063,1,2,2,2,2,3,4,2,1,1,2,4,2,3,2003,1
2023,6,63063,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2023,1
2023,6,63064,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2015,1
2023,6,63065,1,2,2,2,1,1,2,2,2,2,2,4,2,3,1967,1
2023,6,63066,1,2,2,2,1,7,2,2,4,1,2,1,2,3,2007,1
2023,6,63067,1,2,1,2,2,3,2,2,1,1,2,4,2,3,2012,1
2023,6,63067,2,2,2,2,2,7,3,2,4,1,2,1,2,3,2015,1
2023,6,63068,1,2,2,2,2,2,2,2,2,2,2,4,2,3,1997,1
2023,6,63069,1,2,1,1,2,1,2,2,1,1,2,4,1,3,2018,1
2023,6,63069,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2019,1
2023,6,63069,3,2,2,2,2,1,4,2,1,1,2,4,2,3,2020,1
2023,6,63069,4,2,2,2,2,1,5,2,2,2,2,4,2,3,2010,1
2023,6,63069,5,2,2,2,2,1,4,2,1,1,2,4,2,3,2007,1
2023,6,63069,6,2,2,2,2,1,4,2,1,1,2,4,2,3,2021,1
2023,6,63070,1,2,2,2,2,3,4,2,1,1,2,4,2,3,2014,1
2023,6,63070,2,2,2,2,2,7,2,2,4,2,2,2,1,3,2003,1
2023,6,63071,1,1,2,2,1,2,6,2,2,2,2,4,2,3,2014,1
2023,6,63072,1,2,2,2,2,3,2,2,1,1,2,4,1,3,2019,1
2023,6,63072,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2020,1
2023,6,63073,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2015,1
2023,6,63073,2,2,2,2,2,1,5,2,1,1,2,4,1,3,2021,1
2023,6,63073,3,2,2,2,2,1,3,2,3,3,3,4,2,3,2021,1
2023,6,63074,1,2,2,2,1,2,7,1,1,1,2,4,2,3,2005,1
2023,6,63075,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2007,1
2023,6,63075,2,2,2,2,2,4,2,1,2,2,2,4,2,3,2020,1
2023,6,63076,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2014,1
2023,6,63077,1,2,2,2,2,3,5,2,1,1,2,4,2,3,2018,1
2023,6,63077,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2019,1
2023,6,63078,1,2,2,2,2,9,7,2,3,3,3,4,2,3,9998,1
2023,6,63079,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2005,1
2023,6,63080,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2021,1
2023,6,63081,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2004,1
2023,6,63082,1,2,2,2,2,7,2,2,4,2,2,3,1,3,2005,1
2023,6,63082,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2022,1
2023,6,63083,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2010,1
2023,6,63083,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2019,1
2023,6,63084,1,2,2,2,2,7,1,2,4,2,2,2,2,3,2004,1
2023,6,63084,2,2,2,2,2,3,5,1,1,1,2,4,2,3,2015,1
2023,6,63085,1,2,2,2,1,1,7,2,2,2,2,4,1,3,2021,1
2023,6,63086,1,2,2,2,1,1,3,2,1,1,2,4,1,3,2004,1
2023,6,63087,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2017,1
2023,6,63088,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2018,1
2023,6,63089,1,2,2,2,2,7,2,2,4,2,2,3,1,3,2017,1
